S.No,State,Year_,Causes,Education_status,Means_adopted,Professional_Profile,Social_Status,Gender,Age_group,Number_of_suicides
833,A & N Islands,2004,Suspected/Illicit Relation,Primary,No,Service (Government),Married,F,15-29,0
834,A & N Islands,2004,Cancellation/Non-Settlement of Marriage,Middle,No,Service (Government),Married,F,15-29,0
835,A & N Islands,2004,Ideological Causes/Hero Worshipping,Primary,No,Service (Government),Married,F,15-29,0
836,A & N Islands,2004,Illness (Aids/STD),Hr. Secondary/Intermediate/Pre-Universit,No,Service (Private),Married,F,15-29,0
837,A & N Islands,2004,Love Affairs,Middle,By Consuming Other Poison,Unemployed,Widowed,F,15-29,1
838,A & N Islands,2004,Illegitimate Pregnancy,Hr. Secondary/Intermediate/Pre-Universit,No,Service (Private),Married,F,15-29,0
839,A & N Islands,2004,Causes Not known,Middle,By Hanging,House Wife,Married,F,15-29,5
840,A & N Islands,2004,Death of Dear Person,Hr. Secondary/Intermediate/Pre-Universit,By Hanging,Service (Private),Widowed,F,15-29,1
841,A & N Islands,2004,Family Problems,Hr. Secondary/Intermediate/Pre-Universit,By Consuming Other Poison,Student,Married,F,15-29,4
842,A & N Islands,2004,Professional/Career Problem,Middle,By Hanging,Others,Married,F,15-29,4
843,A & N Islands,2004,Bankruptcy or Sudden change in Economic Status,Middle,No,House Wife,Married,F,15-29,0
844,A & N Islands,2004,Cancer,No Education,No,House Wife,Married,F,15-29,0
845,A & N Islands,2004,Unemployment,No Education,By Fire/Self Immolation,House Wife,Married,F,15-29,1
846,A & N Islands,2004,Insanity/Mental Illness,Middle,By Hanging,House Wife,Married,F,15-29,1
847,A & N Islands,2004,Not having Children,No Education,No,House Wife,Married,F,15-29,0
848,A & N Islands,2004,Property Dispute,Primary,No,House Wife,Married,F,15-29,0
849,A & N Islands,2004,Other Causes,Middle,No,Unemployed,Married,F,15-29,0
850,A & N Islands,2004,Poverty,No Education,No,Unemployed,Married,F,15-29,0
851,A & N Islands,2004,Paralysis,No Education,By Hanging,House Wife,Married,F,15-29,1
852,A & N Islands,2004,Other Prolonged Illness,Middle,By Hanging,Student,Never Married,F,15-29,3
853,A & N Islands,2004,Dowry Dispute,No Education,No,Student,Never Married,F,15-29,0
854,A & N Islands,2004,Fall in Social Reputation,Middle,No,Student,Never Married,F,15-29,0
855,A & N Islands,2004,Physical Abuse (Rape/Incest Etc.),No Education,No,Student,Never Married,F,15-29,0
856,A & N Islands,2004,Failure in Examination,Primary,By Hanging,House Wife,Married,F,15-29,2
857,A & N Islands,2004,Divorce,No Education,No,Student,Divorcee,F,15-29,0
858,A & N Islands,2004,Drug Abuse/Addiction,No Education,No,Student,Never Married,F,15-29,0
859,A & N Islands,2004,Cancer,No Education,No,Farming/Agriculture Activity,Married,M,15-29,0
860,A & N Islands,2004,Property Dispute,Primary,No,Farming/Agriculture Activity,Married,M,15-29,0
861,A & N Islands,2004,Other Causes,No Education,By Hanging,Farming/Agriculture Activity,Married,M,15-29,1
862,A & N Islands,2004,Ideological Causes/Hero Worshipping,Middle,No,Student,Never Married,M,15-29,0
863,A & N Islands,2004,Unemployment,Hr. Secondary/Intermediate/Pre-Universit,By Hanging,Student,Never Married,M,15-29,5
864,A & N Islands,2004,Cancellation/Non-Settlement of Marriage,No Education,No,Student,Never Married,M,15-29,0
865,A & N Islands,2004,Professional/Career Problem,Primary,By Hanging,Self Employed,Married,M,15-29,2
866,A & N Islands,2004,Insanity/Mental Illness,No Education,By Hanging,Service (Private),Married,M,15-29,6
867,A & N Islands,2004,Death of Dear Person,Middle,No,Student,Widowed,M,15-29,0
868,A & N Islands,2004,Not having Children,Hr. Secondary/Intermediate/Pre-Universit,No,Service (Private),Married,M,15-29,0
869,A & N Islands,2004,Causes Not known,No Education,By Hanging,Others,Married,M,15-29,5
870,A & N Islands,2004,Bankruptcy or Sudden change in Economic Status,Post Graduate and Above,By Consuming Other Poison,Professional Activity,Married,M,15-29,1
871,A & N Islands,2004,Paralysis,Middle,No,Service (Private),Never Married,M,15-29,0
872,A & N Islands,2004,Illness (Aids/STD),Graduate,No,Service (Government),Married,M,15-29,0
873,A & N Islands,2004,Love Affairs,Hr. Secondary/Intermediate/Pre-Universit,By Hanging,Service (Government),Married,M,15-29,4
874,A & N Islands,2004,Dowry Dispute,No Education,No,Student,Never Married,M,15-29,0
875,A & N Islands,2004,Family Problems,Hr. Secondary/Intermediate/Pre-Universit,By Hanging,Service (Private),Married,M,15-29,2
876,A & N Islands,2004,Drug Abuse/Addiction,Primary,No,Self Employed,Married,M,15-29,0
877,A & N Islands,2004,Fall in Social Reputation,Middle,No,Student,Never Married,M,15-29,0
878,A & N Islands,2004,Suspected/Illicit Relation,No Education,By touching electric wires,Service (Private),Married,M,15-29,1
879,A & N Islands,2004,Illegitimate Pregnancy,No Education,No,Self Employed,Married,M,15-29,0
880,A & N Islands,2004,Physical Abuse (Rape/Incest Etc.),No Education,No,Student,Never Married,M,15-29,0
881,A & N Islands,2004,Poverty,Graduate,By Hanging,Service (Private),Married,M,15-29,2
882,A & N Islands,2004,Divorce,Hr. Secondary/Intermediate/Pre-Universit,No,Self Employed,Divorcee,M,15-29,0
883,A & N Islands,2004,Failure in Examination,No Education,By Hanging,Student,Never Married,M,15-29,3
884,A & N Islands,2004,Other Prolonged Illness,No Education,By Consuming Other Poison,Service (Private),Married,M,15-29,2
885,A & N Islands,2004,Cancellation/Non-Settlement of Marriage,Middle,No,Unemployed,Married,F,30-44,0
886,A & N Islands,2004,Divorce,Middle,No,Unemployed,Divorcee,F,30-44,0
887,A & N Islands,2004,Drug Abuse/Addiction,Middle,No,Others,Married,F,30-44,0
888,A & N Islands,2004,Not having Children,No Education,No,Others,Married,F,30-44,0
889,A & N Islands,2004,Other Prolonged Illness,Middle,By Hanging,House Wife,Married,F,30-44,6
890,A & N Islands,2004,Physical Abuse (Rape/Incest Etc.),Primary,No,Unemployed,Married,F,30-44,0
891,A & N Islands,2004,Dowry Dispute,Graduate,No,Public Sector Undertaking,Married,F,30-44,0
892,A & N Islands,2004,Ideological Causes/Hero Worshipping,Hr. Secondary/Intermediate/Pre-Universit,No,Public Sector Undertaking,Married,F,30-44,0
893,A & N Islands,2004,Property Dispute,No Education,No,Unemployed,Married,F,30-44,0
894,A & N Islands,2004,Causes Not known,Diploma,No,Public Sector Undertaking,Married,F,30-44,0
895,A & N Islands,2004,Illegitimate Pregnancy,Hr. Secondary/Intermediate/Pre-Universit,No,Public Sector Undertaking,Never Married,F,30-44,0
896,A & N Islands,2004,Death of Dear Person,No Education,No,Unemployed,Widowed,F,30-44,0
897,A & N Islands,2004,Family Problems,No Education,By Hanging,House Wife,Married,F,30-44,3
898,A & N Islands,2004,Poverty,No Education,No,Unemployed,Married,F,30-44,0
899,A & N Islands,2004,Other Causes,Graduate,By Fire/Self Immolation,Service (Government),Married,F,30-44,2
900,A & N Islands,2004,Suspected/Illicit Relation,Middle,No,Unemployed,Married,F,30-44,0
901,A & N Islands,2004,Failure in Examination,No Education,No,Farming/Agriculture Activity,Married,F,30-44,0
902,A & N Islands,2004,Cancer,Primary,No,Farming/Agriculture Activity,Never Married,F,30-44,0
903,A & N Islands,2004,Bankruptcy or Sudden change in Economic Status,Middle,No,Farming/Agriculture Activity,Married,F,30-44,0
904,A & N Islands,2004,Illness (Aids/STD),No Education,No,Unemployed,Married,F,30-44,0
905,A & N Islands,2004,Paralysis,No Education,No,Farming/Agriculture Activity,Never Married,F,30-44,0
906,A & N Islands,2004,Professional/Career Problem,Middle,No,Unemployed,Married,F,30-44,0
907,A & N Islands,2004,Fall in Social Reputation,No Education,No,Student,Married,F,30-44,0
908,A & N Islands,2004,Insanity/Mental Illness,No Education,By Hanging,House Wife,Married,F,30-44,2
909,A & N Islands,2004,Love Affairs,Hr. Secondary/Intermediate/Pre-Universit,No,Unemployed,Never Married,F,30-44,0
910,A & N Islands,2004,Unemployment,Primary,No,Unemployed,Married,F,30-44,0
911,A & N Islands,2004,Other Prolonged Illness,Diploma,By Hanging,Service (Private),Married,M,30-44,4
912,A & N Islands,2004,Failure in Examination,Post Graduate and Above,No,Service (Government),Married,M,30-44,0
913,A & N Islands,2004,Poverty,Hr. Secondary/Intermediate/Pre-Universit,No,Service (Government),Never Married,M,30-44,0
914,A & N Islands,2004,Dowry Dispute,No Education,No,Unemployed,Married,M,30-44,0
915,A & N Islands,2004,Other Causes,Graduate,By Hanging,Service (Government),Married,M,30-44,4
916,A & N Islands,2004,Professional/Career Problem,Post Graduate and Above,By touching electric wires,Service (Government),Married,M,30-44,1
917,A & N Islands,2004,Suspected/Illicit Relation,Diploma,No,Service (Government),Married,M,30-44,0
918,A & N Islands,2004,Death of Dear Person,Graduate,By Hanging,Service (Government),Widowed,M,30-44,1
919,A & N Islands,2004,Divorce,Hr. Secondary/Intermediate/Pre-Universit,By Hanging,Others,Divorcee,M,30-44,1
920,A & N Islands,2004,Love Affairs,No Education,By Consuming Other Poison,Others,Married,M,30-44,1
921,A & N Islands,2004,Unemployment,No Education,No,Unemployed,Married,M,30-44,0
922,A & N Islands,2004,Cancer,Diploma,No,Service (Private),Married,M,30-44,0
923,A & N Islands,2004,Family Problems,No Education,By Hanging,Self Employed,Married,M,30-44,3
924,A & N Islands,2004,Drug Abuse/Addiction,Hr. Secondary/Intermediate/Pre-Universit,No,Service (Government),Married,M,30-44,0
925,A & N Islands,2004,Ideological Causes/Hero Worshipping,Graduate,No,Service (Private),Married,M,30-44,0
926,A & N Islands,2004,Cancellation/Non-Settlement of Marriage,Diploma,No,Service (Private),Never Married,M,30-44,0
927,A & N Islands,2004,Physical Abuse (Rape/Incest Etc.),No Education,No,Others,Married,M,30-44,0
928,A & N Islands,2004,Not having Children,No Education,No,Unemployed,Married,M,30-44,0
929,A & N Islands,2004,Paralysis,No Education,No,Others,Married,M,30-44,0
930,A & N Islands,2004,Property Dispute,Primary,No,Unemployed,Married,M,30-44,0
931,A & N Islands,2004,Fall in Social Reputation,No Education,No,Others,Married,M,30-44,0
932,A & N Islands,2004,Illness (Aids/STD),Hr. Secondary/Intermediate/Pre-Universit,No,Service (Private),Married,M,30-44,0
933,A & N Islands,2004,Causes Not known,Diploma,By Hanging,Service (Private),Married,M,30-44,4
934,A & N Islands,2004,Insanity/Mental Illness,Diploma,By Hanging,Service (Private),Married,M,30-44,5
935,A & N Islands,2004,Bankruptcy or Sudden change in Economic Status,Diploma,No,Service (Private),Never Married,M,30-44,0
936,A & N Islands,2004,Illegitimate Pregnancy,Graduate,No,Service (Private),Never Married,M,30-44,0
937,A & N Islands,2004,Other Prolonged Illness,No Education,By Consuming Other Poison,House Wife,Married,F,45-59,1
938,A & N Islands,2004,Bankruptcy or Sudden change in Economic Status,No Education,No,House Wife,Married,F,45-59,0
939,A & N Islands,2004,Cancer,Middle,By Hanging,House Wife,Married,F,45-59,1
940,A & N Islands,2004,Divorce,No Education,No,House Wife,Divorcee,F,45-59,0
941,A & N Islands,2004,Drug Abuse/Addiction,Diploma,No,House Wife,Married,F,45-59,0
942,A & N Islands,2004,Not having Children,Middle,No,House Wife,Married,F,45-59,0
943,A & N Islands,2004,Dowry Dispute,Middle,No,House Wife,Married,F,45-59,0
944,A & N Islands,2004,Ideological Causes/Hero Worshipping,Middle,No,House Wife,Married,F,45-59,0
945,A & N Islands,2004,Suspected/Illicit Relation,No Education,No,House Wife,Married,F,45-59,0
946,A & N Islands,2004,Professional/Career Problem,Middle,No,House Wife,Married,F,45-59,0
947,A & N Islands,2004,Family Problems,Middle,By Hanging,House Wife,Married,F,45-59,1
948,A & N Islands,2004,Illness (Aids/STD),No Education,No,House Wife,Married,F,45-59,0
949,A & N Islands,2004,Property Dispute,Hr. Secondary/Intermediate/Pre-Universit,No,Service (Government),Married,F,45-59,0
950,A & N Islands,2004,Physical Abuse (Rape/Incest Etc.),Middle,No,Service (Private),Married,F,45-59,0
951,A & N Islands,2004,Cancellation/Non-Settlement of Marriage,Middle,No,Service (Private),Never Married,F,45-59,0
952,A & N Islands,2004,Other Causes,Post Graduate and Above,No,Service (Government),Married,F,45-59,0
953,A & N Islands,2004,Illegitimate Pregnancy,Graduate,No,Service (Government),Married,F,45-59,0
954,A & N Islands,2004,Death of Dear Person,Primary,No,House Wife,Widowed,F,45-59,0
955,A & N Islands,2004,Unemployment,Post Graduate and Above,No,Service (Private),Married,F,45-59,0
956,A & N Islands,2004,Causes Not known,Primary,No,Service (Private),Married,F,45-59,0
957,A & N Islands,2004,Fall in Social Reputation,No Education,No,House Wife,Married,F,45-59,0
958,A & N Islands,2004,Poverty,Post Graduate and Above,No,Service (Government),Married,F,45-59,0
959,A & N Islands,2004,Love Affairs,Middle,No,Service (Private),Married,F,45-59,0
960,A & N Islands,2004,Paralysis,No Education,No,House Wife,Never Married,F,45-59,0
961,A & N Islands,2004,Insanity/Mental Illness,Diploma,No,Service (Government),Married,F,45-59,0
962,A & N Islands,2004,Failure in Examination,Middle,No,House Wife,Married,F,45-59,0
963,A & N Islands,2004,Paralysis,Graduate,No,Service (Government),Married,M,45-59,0
964,A & N Islands,2004,Bankruptcy or Sudden change in Economic Status,No Education,No,Farming/Agriculture Activity,Married,M,45-59,0
965,A & N Islands,2004,Not having Children,Hr. Secondary/Intermediate/Pre-Universit,No,Farming/Agriculture Activity,Never Married,M,45-59,0
966,A & N Islands,2004,Failure in Examination,Post Graduate and Above,No,Service (Government),Married,M,45-59,0
967,A & N Islands,2004,Fall in Social Reputation,Hr. Secondary/Intermediate/Pre-Universit,No,Service (Government),Married,M,45-59,0
968,A & N Islands,2004,Ideological Causes/Hero Worshipping,Primary,No,Farming/Agriculture Activity,Married,M,45-59,0
969,A & N Islands,2004,Other Causes,Graduate,No,Service (Private),Married,M,45-59,0
970,A & N Islands,2004,Death of Dear Person,Diploma,No,Service (Private),Widowed,M,45-59,0
971,A & N Islands,2004,Divorce,Hr. Secondary/Intermediate/Pre-Universit,No,Professional Activity,Divorcee,M,45-59,0
972,A & N Islands,2004,Illegitimate Pregnancy,Primary,No,Service (Private),Married,M,45-59,0
973,A & N Islands,2004,Illness (Aids/STD),Graduate,No,Professional Activity,Married,M,45-59,0
974,A & N Islands,2004,Poverty,Post Graduate and Above,By Hanging,Service (Government),Never Married,M,45-59,2
975,A & N Islands,2004,Property Dispute,No Education,No,Unemployed,Married,M,45-59,0
976,A & N Islands,2004,Causes Not known,Post Graduate and Above,By Drowning or By Consuming Other Poison,Service (Government),Married,M,45-59,2
977,A & N Islands,2004,Family Problems,Graduate,By Hanging,Professional Activity,Married,M,45-59,1
978,A & N Islands,2004,Dowry Dispute,Primary,No,Farming/Agriculture Activity,Married,M,45-59,0
979,A & N Islands,2004,Professional/Career Problem,Diploma,No,Service (Private),Married,M,45-59,0
980,A & N Islands,2004,Cancer,Primary,No,Unemployed,Married,M,45-59,0
981,A & N Islands,2004,Physical Abuse (Rape/Incest Etc.),No Education,No,Farming/Agriculture Activity,Married,M,45-59,0
982,A & N Islands,2004,Drug Abuse/Addiction,Hr. Secondary/Intermediate/Pre-Universit,No,Unemployed,Never Married,M,45-59,0
983,A & N Islands,2004,Suspected/Illicit Relation,Primary,No,Farming/Agriculture Activity,Married,M,45-59,0
984,A & N Islands,2004,Other Prolonged Illness,No Education,By Hanging,Service (Private),Married,M,45-59,6
985,A & N Islands,2004,Cancellation/Non-Settlement of Marriage,No Education,No,Unemployed,Married,M,45-59,0
986,A & N Islands,2004,Insanity/Mental Illness,Graduate,By Hanging,Service (Government),Married,M,45-59,3
987,A & N Islands,2004,Love Affairs,Middle,No,Farming/Agriculture Activity,Married,M,45-59,0
988,A & N Islands,2004,Unemployment,No Education,No,Unemployed,Married,M,45-59,0
989,A & N Islands,2004,Causes Not known,No Education,No,Farming/Agriculture Activity,Married,F,60+,0
990,A & N Islands,2004,Bankruptcy or Sudden change in Economic Status,Middle,No,House Wife,Married,F,60+,0
991,A & N Islands,2004,Cancellation/Non-Settlement of Marriage,Middle,No,Self Employed,Married,F,60+,0
992,A & N Islands,2004,Cancer,No Education,No,House Wife,Married,F,60+,0
993,A & N Islands,2004,Paralysis,Primary,No,House Wife,Married,F,60+,0
994,A & N Islands,2004,Divorce,Graduate,No,Self Employed,Divorcee,F,60+,0
995,A & N Islands,2004,Other Causes,Hr. Secondary/Intermediate/Pre-Universit,No,Retired Person,Married,F,60+,0
996,A & N Islands,2004,Physical Abuse (Rape/Incest Etc.),Primary,No,House Wife,Married,F,60+,0
997,A & N Islands,2004,Illegitimate Pregnancy,Post Graduate and Above,No,Retired Person,Married,F,60+,0
998,A & N Islands,2004,Failure in Examination,No Education,No,Self Employed,Married,F,60+,0
999,A & N Islands,2004,Illness (Aids/STD),Hr. Secondary/Intermediate/Pre-Universit,No,Retired Person,Married,F,60+,0
1000,A & N Islands,2004,Insanity/Mental Illness,Graduate,No,Retired Person,Never Married,F,60+,0
1001,A & N Islands,2004,Fall in Social Reputation,No Education,No,House Wife,Married,F,60+,0
1002,A & N Islands,2004,Other Prolonged Illness,Middle,By Hanging,House Wife,Married,F,60+,1
1003,A & N Islands,2004,Dowry Dispute,Post Graduate and Above,No,Retired Person,Married,F,60+,0
1004,A & N Islands,2004,Ideological Causes/Hero Worshipping,Hr. Secondary/Intermediate/Pre-Universit,No,Retired Person,Married,F,60+,0
1005,A & N Islands,2004,Love Affairs,Post Graduate and Above,No,Self Employed,Married,F,60+,0
1006,A & N Islands,2004,Professional/Career Problem,Middle,No,House Wife,Married,F,60+,0
1007,A & N Islands,2004,Property Dispute,Middle,No,House Wife,Married,F,60+,0
1008,A & N Islands,2004,Poverty,No Education,No,House Wife,Married,F,60+,0
1009,A & N Islands,2004,Drug Abuse/Addiction,Primary,No,House Wife,Married,F,60+,0
1010,A & N Islands,2004,Not having Children,Middle,No,House Wife,Married,F,60+,0
1011,A & N Islands,2004,Suspected/Illicit Relation,No Education,No,House Wife,Married,F,60+,0
1012,A & N Islands,2004,Death of Dear Person,Middle,No,Retired Person,Widowed,F,60+,0
1013,A & N Islands,2004,Family Problems,No Education,No,House Wife,Married,F,60+,0
1014,A & N Islands,2004,Unemployment,Primary,No,House Wife,Married,F,60+,0
1015,A & N Islands,2004,Divorce,Hr. Secondary/Intermediate/Pre-Universit,No,Retired Person,Divorcee,M,60+,0
1016,A & N Islands,2004,Causes Not known,Primary,By Hanging,Farming/Agriculture Activity,Married,M,60+,1
1017,A & N Islands,2004,Professional/Career Problem,No Education,No,Farming/Agriculture Activity,Married,M,60+,0
1018,A & N Islands,2004,Drug Abuse/Addiction,Graduate,No,Retired Person,Married,M,60+,0
1019,A & N Islands,2004,Cancer,No Education,By Hanging,Others,Married,M,60+,1
1020,A & N Islands,2004,Death of Dear Person,Post Graduate and Above,No,Retired Person,Widowed,M,60+,0
1021,A & N Islands,2004,Not having Children,No Education,No,Farming/Agriculture Activity,Married,M,60+,0
1022,A & N Islands,2004,Love Affairs,Hr. Secondary/Intermediate/Pre-Universit,No,Retired Person,Married,M,60+,0
1023,A & N Islands,2004,Poverty,No Education,No,Others,Married,M,60+,0
1024,A & N Islands,2004,Unemployment,Post Graduate and Above,No,Retired Person,Married,M,60+,0
1025,A & N Islands,2004,Bankruptcy or Sudden change in Economic Status,Diploma,No,Retired Person,Married,M,60+,0
1026,A & N Islands,2004,Other Prolonged Illness,No Education,By Hanging,Service (Private),Married,M,60+,4
1027,A & N Islands,2004,Family Problems,No Education,No,Farming/Agriculture Activity,Married,M,60+,0
1028,A & N Islands,2004,Illness (Aids/STD),No Education,No,Service (Private),Married,M,60+,0
1029,A & N Islands,2004,Dowry Dispute,No Education,No,Others,Married,M,60+,0
1030,A & N Islands,2004,Ideological Causes/Hero Worshipping,Primary,No,Farming/Agriculture Activity,Married,M,60+,0
1031,A & N Islands,2004,Insanity/Mental Illness,Hr. Secondary/Intermediate/Pre-Universit,By Hanging,Retired Person,Married,M,60+,1
1032,A & N Islands,2004,Property Dispute,Graduate,By Hanging,Retired Person,Married,M,60+,1
1033,A & N Islands,2004,Failure in Examination,Diploma,No,Service (Private),Married,M,60+,0
1034,A & N Islands,2004,Other Causes,No Education,By Hanging,Farming/Agriculture Activity,Married,M,60+,1
1035,A & N Islands,2004,Illegitimate Pregnancy,Post Graduate and Above,No,Service (Private),Married,M,60+,0
1036,A & N Islands,2004,Paralysis,No Education,No,Others,Never Married,M,60+,0
1037,A & N Islands,2004,Suspected/Illicit Relation,Primary,No,Farming/Agriculture Activity,Married,M,60+,0
1038,A & N Islands,2004,Fall in Social Reputation,No Education,No,Others,Married,M,60+,0
1039,A & N Islands,2004,Cancellation/Non-Settlement of Marriage,Hr. Secondary/Intermediate/Pre-Universit,No,Service (Private),Married,M,60+,0
1040,A & N Islands,2004,Physical Abuse (Rape/Incest Etc.),Diploma,No,Service (Private),Married,M,60+,0
1041,A & N Islands,2005,Paralysis,No Education,No,Unemployed,Never Married,F,0-14,0
1042,A & N Islands,2005,Bankruptcy or Sudden change in Economic Status,No Education,No,Professional Activity,Never Married,F,0-14,0
1043,A & N Islands,2005,Family Problems,No Education,No,Others,Never Married,F,0-14,0
1044,A & N Islands,2005,Cancer,No Education,No,Unemployed,Never Married,F,0-14,0
1045,A & N Islands,2005,Love Affairs,Primary,No,Professional Activity,Never Married,F,0-14,0
1046,A & N Islands,2005,Divorce,Primary,No,Others,Divorcee,F,0-14,0
1047,A & N Islands,2005,Property Dispute,Primary,No,House Wife,Never Married,F,0-14,0
1048,A & N Islands,2005,Suspected/Illicit Relation,Primary,No,House Wife,Never Married,F,0-14,0
1049,A & N Islands,2005,Failure in Examination,Primary,No,Farming/Agriculture Activity,Never Married,F,0-14,0
1050,A & N Islands,2005,Death of Dear Person,Primary,No,Farming/Agriculture Activity,Never Married,F,0-14,0
1051,A & N Islands,2005,Other Prolonged Illness,Primary,No,Student,Never Married,F,0-14,0
1052,A & N Islands,2005,Poverty,No Education,No,House Wife,Never Married,F,0-14,0
1053,A & N Islands,2005,Dowry Dispute,No Education,No,House Wife,Never Married,F,0-14,0
1054,A & N Islands,2005,Ideological Causes/Hero Worshipping,No Education,No,House Wife,Never Married,F,0-14,0
1055,A & N Islands,2005,Causes Not known,Primary,By Hanging,Student,Never Married,F,0-14,1
1056,A & N Islands,2005,Insanity/Mental Illness,Primary,No,Student,Never Married,F,0-14,0
1057,A & N Islands,2005,Cancellation/Non-Settlement of Marriage,Primary,No,Student,Married,F,0-14,0
1058,A & N Islands,2005,Professional/Career Problem,Primary,No,Student,Married,F,0-14,0
1059,A & N Islands,2005,Drug Abuse/Addiction,Primary,No,Student,Never Married,F,0-14,0
1060,A & N Islands,2005,Other Causes,Primary,By Hanging,Student,Never Married,F,0-14,2
1061,A & N Islands,2005,Fall in Social Reputation,Primary,No,Student,Never Married,F,0-14,0
1062,A & N Islands,2005,Illegitimate Pregnancy,Primary,No,Student,Married,F,0-14,0
1063,A & N Islands,2005,Physical Abuse (Rape/Incest Etc.),Primary,No,Student,Married,F,0-14,0
1064,A & N Islands,2005,Unemployment,Primary,No,Student,Never Married,F,0-14,0
1065,A & N Islands,2005,Illness (Aids/STD),No Education,No,House Wife,Never Married,F,0-14,0
1066,A & N Islands,2005,Not having Children,No Education,No,House Wife,Divorcee,F,0-14,0
1067,A & N Islands,2005,Professional/Career Problem,No Education,No,House Wife,Never Married,M,0-14,0
1068,A & N Islands,2005,Bankruptcy or Sudden change in Economic Status,No Education,No,House Wife,Never Married,M,0-14,0
1069,A & N Islands,2005,Divorce,No Education,No,House Wife,Divorcee,M,0-14,0
1070,A & N Islands,2005,Insanity/Mental Illness,No Education,No,House Wife,Never Married,M,0-14,0
1071,A & N Islands,2005,Illegitimate Pregnancy,Middle,No,Student,Never Married,M,0-14,0
1072,A & N Islands,2005,Other Causes,Primary,By Hanging,Self Employed,Never Married,M,0-14,4
1073,A & N Islands,2005,Unemployment,Primary,No,Farming/Agriculture Activity,Never Married,M,0-14,0
1074,A & N Islands,2005,Failure in Examination,Primary,No,Farming/Agriculture Activity,Never Married,M,0-14,0
1075,A & N Islands,2005,Illness (Aids/STD),Primary,No,Farming/Agriculture Activity,Never Married,M,0-14,0
1076,A & N Islands,2005,Dowry Dispute,Primary,No,Farming/Agriculture Activity,Widowed,M,0-14,0
1077,A & N Islands,2005,Ideological Causes/Hero Worshipping,Middle,No,Student,Never Married,M,0-14,0
1078,A & N Islands,2005,Love Affairs,Primary,By Consuming Insecticides,Student,Never Married,M,0-14,1
1079,A & N Islands,2005,Suspected/Illicit Relation,Primary,No,Student,Never Married,M,0-14,0
1080,A & N Islands,2005,Death of Dear Person,Middle,No,Student,Never Married,M,0-14,0
1081,A & N Islands,2005,Family Problems,Primary,No,Student,Never Married,M,0-14,0
1082,A & N Islands,2005,Not having Children,Primary,No,Student,Seperated,M,0-14,0
1083,A & N Islands,2005,Cancer,Primary,No,Student,Never Married,M,0-14,0
1084,A & N Islands,2005,Other Prolonged Illness,Primary,No,Student,Never Married,M,0-14,0
1085,A & N Islands,2005,Physical Abuse (Rape/Incest Etc.),Primary,No,Professional Activity,Never Married,M,0-14,0
1086,A & N Islands,2005,Paralysis,Primary,No,Professional Activity,Never Married,M,0-14,0
1087,A & N Islands,2005,Drug Abuse/Addiction,Middle,No,Professional Activity,Never Married,M,0-14,0
1088,A & N Islands,2005,Poverty,No Education,No,House Wife,Never Married,M,0-14,0
1089,A & N Islands,2005,Cancellation/Non-Settlement of Marriage,No Education,No,House Wife,Never Married,M,0-14,0
1090,A & N Islands,2005,Causes Not known,Primary,No,Student,Never Married,M,0-14,0
1091,A & N Islands,2005,Property Dispute,Primary,No,Student,Never Married,M,0-14,0
1092,A & N Islands,2005,Fall in Social Reputation,Primary,No,Student,Never Married,M,0-14,0
1093,A & N Islands,2005,Love Affairs,Matriculate/Secondary,No,Public Sector Undertaking,Never Married,F,15-29,0
1094,A & N Islands,2005,Drug Abuse/Addiction,Graduate,No,Student,Never Married,F,15-29,0
1095,A & N Islands,2005,Suspected/Illicit Relation,Middle,No,Public Sector Undertaking,Married,F,15-29,0
1096,A & N Islands,2005,Unemployment,Hr. Secondary/Intermediate/Pre-Universit,No,Student,Never Married,F,15-29,0
1097,A & N Islands,2005,Physical Abuse (Rape/Incest Etc.),Diploma,No,Farming/Agriculture Activity,Never Married,F,15-29,0
1098,A & N Islands,2005,Other Prolonged Illness,Primary,By Hanging,House Wife,Never Married,F,15-29,6
1099,A & N Islands,2005,Cancer,Middle,No,Professional Activity,Never Married,F,15-29,0
1100,A & N Islands,2005,Divorce,Hr. Secondary/Intermediate/Pre-Universit,No,Service (Government),Divorcee,F,15-29,0
1101,A & N Islands,2005,Poverty,Diploma,No,House Wife,Seperated,F,15-29,0
1102,A & N Islands,2005,Paralysis,Matriculate/Secondary,No,Farming/Agriculture Activity,Seperated,F,15-29,0
1103,A & N Islands,2005,Professional/Career Problem,Graduate,No,Professional Activity,Married,F,15-29,0
1104,A & N Islands,2005,Failure in Examination,Primary,By Consuming Insecticides or By Hanging,Student,Never Married,F,15-29,3
1105,A & N Islands,2005,Causes Not known,Middle,By Consuming Insecticides,House Wife,Never Married,F,15-29,3
1106,A & N Islands,2005,Insanity/Mental Illness,Primary,By Fire/Self Immolation,House Wife,Never Married,F,15-29,2
1107,A & N Islands,2005,Not having Children,Middle,No,Farming/Agriculture Activity,Married,F,15-29,0
1108,A & N Islands,2005,Illness (Aids/STD),Hr. Secondary/Intermediate/Pre-Universit,No,Professional Activity,Married,F,15-29,0
1109,A & N Islands,2005,Ideological Causes/Hero Worshipping,Middle,No,Service (Government),Married,F,15-29,0
1110,A & N Islands,2005,Fall in Social Reputation,Hr. Secondary/Intermediate/Pre-Universit,No,Farming/Agriculture Activity,Married,F,15-29,0
